一一列举	1	
一一对应	1	
一一道来	1	
一丁不视	1	
一丁不识	1	
一丁点	1	
一丁点儿	1	
一万	1	
一万个	1	
一万人	1	
一万元	1	
一万块	1	
一丈	1	
一丈红	1	
一上午	1	
一上去	1	
一上台	1	
一上场	1	
一上来	1	
一下	1	
一下下	1	
一下儿	1	
一下去	1	
一下台	1	
一下场	1	
一下子	1	
一下来	1	
一不	1	
一不为名	1	
一不做	1	
一不做二不休	1	
一不小心	1	
一不怕苦	1	
一不注意	1	
一不留神	1	
一专多能	1	
一世	1	
一世之雄	1	
一世纪	1	
一世英名	1	
一世风靡	1	
一丘一壑	1	
一丘之貉	1	
一丙	1	
一业	1	
一业为主	1	
一业化	1	
一丛	1	
一东	1	
一东一西	1	
一丝	1	
一丝一毫	1	
一丝不乱	1	
一丝不挂	1	
一丝不漏	1	
一丝不苟	1	
一丝半缕	1	
一两	1	
一两句话	1	
一两点	1	
一两点钟	1	
一个	1	
一个个	1	
一个中心	1	
一个人	1	
一个劲	1	
一个劲儿	1	
一个半个	1	
一个又一个	1	
一个头两个大	1	
一个巴掌拍不响	1	
一个心眼儿	1	
一个接一个	1	
一个月	1	
一个样	1	
一个样儿	1	
一个萝卜一个坑	1	
一个鼻孔	1	
一中	1	
一中一台	1	
一中全会	1	
一串	1	
一串串	1	
一串红	1	
一举	1	
一举一动	1	
一举三得	1	
一举两便	1	
一举两得	1	
一举千里	1	
一举四得	1	
一举多得	1	
一举成名	1	
一举成擒	1	
一举手之劳	1	
一举数得	1	
一义	1	
一之为甚	1	
一之已甚	1	
一之谓甚	1	
一九	1	
一九一九年	1	
一九七一年	1	
一九七七年	1	
一九七三年	1	
一九七九年	1	
一九七五年	1	
一九七八年	1	
一九七六年	1	
一九三七年	1	
一九三五年	1	
一九三八年	1	
一九九一	1	
一九九一年	1	
一九九七	1	
一九九七年	1	
一九九三	1	
一九九三年	1	
一九九九	1	
一九九九年	1	
一九九二	1	
一九九二年	1	
一九九五	1	
一九九五年	1	
一九九八	1	
一九九八年	1	
一九九六	1	
一九九六年	1	
一九九四	1	
一九九四年	1	
一九九零年	1	
一九九Ｏ	1	
一九二一年	1	
一九二七年	1	
一九五三年	1	
一九五九年	1	
一九五八年	1	
一九八一年	1	
一九八七	1	
一九八七年	1	
一九八三年	1	
一九八九年	1	
一九八二年	1	
一九八五年	1	
一九八八	1	
一九八八年	1	
一九八六年	1	
一九八四年	1	
一九八零年	1	
一九六二年	1	
一九六六年	1	
一九四九年	1	
一九四五	1	
一九四五年	1	
一书	1	
一买	1	
一买一卖	1	
一乾二净	1	
一了千明	1	
一了百了	1	
一了百当	1	
一争长短	1	
一事	1	
一事当前	1	
一事无成	1	
一二	1	
一二·九	1	
一二九运动	1	
一二八事变	1	
一二十年	1	
一二年期	1	
一二报数	1	
一二月	1	
一二月份	1	
一二点	1	
一二级	1	
一五	1	
一五一十	1	
一些	1	
一些些	1	
一些人	1	
一些单位	1	
一产	1	
一亩泉	1	
一亮	1	
一亲芳泽	1	
一人	1	
一人之下	1	
一人之交	1	
一人份	1	
一人传虚	1	
一人得道	1	
一人独吞	1	
一人班	1	
一亿	1	
一亿人	1	
一亿元	1	
一仆二主	1	
一介	1	
一介不取	1	
一介书生	1	
一仍旧贯	1	
一从	1	
一仔	1	
一仗	1	
一付	1	
一代	1	
一代不如一代	1	
一代人	1	
一代代	1	
一代宗臣	1	
一代巨擘	1	
一代新人	1	
一代新人换旧人	1	
一代楷模	1	
一代英豪	1	
一代英雄	1	
一代豪杰	1	
一代风流	1	
一代鼎臣	1	
一以当十	1	
一以当千	1	
一以贯之	1	
一件	1	
一件事	1	
一件式	1	
一价	1	
一任	1	
一份	1	
一企两制	1	
一伍	1	
一休	1	
一伙	1	
一伙人	1	
一伙儿	1	
一会	1	
一会儿	1	
一传	1	
一传十	1	
一传奖	1	
一传手	1	
一似	1	
一位	1	
一位数	1	
一位论派	1	
一低	1	
一低一高	1	
一住	1	
一体	1	
一体化	1	
一体式	1	
一体性	1	
一体成形	1	
一体机	1	
一佛出世	1	
一例	1	
一依旧式	1	
一侧	1	
一便	1	
一俟	1	
一信	1	
一倍	1	
一倡三叹	1	
一倡百和	1	
一偏	1	
一偏之见	1	
一做	1	
一做到	1	
一停	1	
一傅众咻	1	
一储到底	1	
一元	1	
一元化	1	
一元复始	1	
一元性	1	
一元方程	1	
一元方程式	1	
一元羧酸	1	
一元论	1	
一元说	1	
一元酸	1	
一兆	1	
一兆元	1	
一先	1	
一克	1	
一党	1	
一党专政	1	
一党制	1	
一党独大	1	
一六○五	1	
一共	1	
一共是	1	
一关	1	
一兵	1	
一兵一卒	1	
一兵多用	1	
一具	1	
一养	1	
一内一外	1	
一册	1	
一再	1	
一再叮咛	1	
一再强调	1	
一再的	1	
一再说	1	
一再说明	1	
一写	1	
一写出	1	
一写到	1	
一军	1	
一冲	1	
一决取胜	1	
一决胜负	1	
一决雌雄	1	
一冷	1	
一冷一热	1	
一准	1	
一准儿	1	
一凉	1	
一减一增	1	
一出	1	
一出去	1	
一出场	1	
一出戏	1	
一出来	1	
一击	1	
一刀	1	
一刀一枪	1	
一刀两断	1	
一刀两段	1	
一刀切	1	
一分	1	
一分一秒	1	
一分为二	1	
一分为八	1	
一分为四	1	
一分之差	1	
一分子	1	
一分收获	1	
一分耕耘	1	
一分钟	1	
一分钱	1	
一分钱一分货	1	
一分高下	1	
一切	1	
一切事	1	
一切从严	1	
一切从简	1	
一切众生	1	
一切向钱看	1	
一切就绪	1	
一切都	1	
一切都在	1	
一切都是	1	
一划	1	
一列	1	
一则	1	
一则以喜	1	
一则以忧	1	
一别	1	
一别多年	1	
一到	1	
一券	1	
一刹	1	
一刹那	1	
一刺	1	
一刻	1	
一刻千金	1	
一刻钟	1	
一剂	1	
一前	1	
一前一后	1	
一前一後	1	
一副	1	
一割	1	
一力	1	
一力承当	1	
一办	1	
一加仑	1	
一动	1	
一动不动	1	
一动不如一静	1	
一助一	1	
一劲儿	1	
一劳久逸	1	
一劳永逸	1	
一勇之夫	1	
一勘局	1	
一勺烩	1	
一包	1	
一包在内	1	
一匙	1	
一匙之量	1	
一匡天下	1	
一匹	1	
一区	1	
一医大	1	
一十	1	
一十五	1	
一千	1	
一千万	1	
一千个	1	
一千人	1	
一千元	1	
一千块	1	
一千多	1	
一千年	1	
一千零一	1	
一千零一夜	1	
一半	1	
一半儿	1	
一卖	1	
一卡通	1	
一卷	1	
一卷布	1	
一厅	1	
一压	1	
一压下	1	
一压到	1	
一压在	1	
一厘一毫	1	
一厢	1	
一厢情愿	1	
一去	1	
一去不回	1	
一去不回头	1	
一去不复	1	
一去不复返	1	
一去不返	1	
一双	1	
一双两好	1	
一双双	1	
一双鞋	1	
一反	1	
一反常态	1	
一发	1	
一发不可	1	
一发不可收拾	1	
一发千钧	1	
一发双贯	1	
一变	1	
一叠	1	
一口	1	
一口一声	1	
一口两匙	1	
一口否定	1	
一口否认	1	
一口咬定	1	
一口气	1	
一口答应	1	
一口饭	1	
一古脑儿	1	
一句	1	
一句话	1	
一只	1	
一只眼	1	
一叫	1	
一台	1	
一叶	1	
一叶扁舟	1	
一叶知秋	1	
一叶蔽目	1	
一叶障目	1	
一号	1	
一号机	1	
一同	1	
一名	1	
一吐	1	
一吐为快	1	
一向	1	
一向是	1	
一吨	1	
一吨半	1	
一听	1	
一听之下	1	
一吸	1	
一吹	1	
一吻	1	
一告	1	
一员	1	
一员大将	1	
一周	1	
一周年	1	
一周要闻	1	
一味	1	
一味迁就	1	
一呼百应	1	
一呼百诺	1	
一命	1	
一命呜呼	1	
一命归天	1	
一命归西	1	
一命归阴	1	
一命鸣呼	1	
一和	1	
一咏一觞	1	
一咬	1	
一品	1	
一品夫人	1	
一品红	1	
一品锅	1	
一哄儿散	1	
一哄儿起	1	
一哄而上	1	
一哄而散	1	
一哄而起	1	
一哩	1	
一唱一和	1	
一唱三叹	1	
一唱百和	1	
一商	1	
一喊	1	
一喊出	1	
一喊到	1	
一喝	1	
一喝到	1	
一喷一醒	1	
一喷三防	1	
一四月	1	
一回	1	
一回事	1	
一回到	1	
一回去	1	
一回来	1	
一回生两回熟	1	
一回生二回熟	1	
一团	1	
一团乱麻	1	
一团和气	1	
一团漆黑	1	
一团糟	1	
一团糟摊子	1	
一围即歼	1	
一国	1	
一国三公	1	
一国两制	1	
一国之主	1	
一国之君	1	
一圆	1	
一圈	1	
一在	1	
一地	1	
一地三收	1	
一地方	1	
一地里	1	
一场	1	
一场春梦	1	
一场空	1	
一场虚惊	1	
一块	1	
一块儿	1	
一块块	1	
一块糖	1	
一块肉	1	
一块钱	1	
一型	1	
一垒	1	
一垒手	1	
一城	1	
一堂	1	
一堂课	1	
一堆	1	
一堆堆	1	
一堆沙	1	
一堵	1	
一塌刮子	1	
一塌糊涂	1	
一填	1	
一墙之隔	1	
一墩	1	
一壁	1	
一声	1	
一声不吭	1	
一声不响	1	
一声令下	1	
一声声	1	
一壶	1	
一壶千金	1	
一壶水	1	
一壶酒	1	
一处	1	
一夏	1	
一夔已足	1	
一夕	1	
一夕之间	1	
一多	1	
一多半	1	
一夜	1	
一夜之间	1	
一夜夫妻	1	
一夜无梦	1	
一夜致富	1	
一夜被蛇咬	1	
一夜间	1	
一夜风流	1	
一夥	1	
一夥人	1	
一夥儿	1	
一大	1	
一大二公	1	
一大会儿	1	
一大半	1	
一大块	1	
一大堆	1	
一大家子	1	
一大帮	1	
一大批	1	
一大把年纪	1	
一大早	1	
一大步	1	
一大清早	1	
一大溜	1	
一大片	1	
一大群	1	
一大阵	1	
一天	1	
一天一夜	1	
一天到晚	1	
一天天	1	
一天星斗	1	
一夫	1	
一夫一妻	1	
一夫一妻制	1	
一夫制	1	
一夫多妻	1	
一夫多妻制	1	
一夫当关	1	
一失	1	
一失足成千古恨	1	
一头	1	
一头儿沉	1	
一头撞死	1	
一头热	1	
一头雾水	1	
一夺	1	
一奖	1	
一套	1	
一套套	1	
一女	1	
一女一男	1	
一好	1	
一如	1	
一如往昔	1	
一如既往	1	
一如继往	1	
一妻	1	
一妻制	1	
一妻多夫	1	
一妻多夫制	1	
一子一女	1	
一孔	1	
一孔之见	1	
一字	1	
一字一句	1	
一字一板	1	
一字一泪	1	
一字一珠	1	
一字一顿	1	
一字不差	1	
一字不漏	1	
一字不苟	1	
一字不识	1	
一字之差	1	
一字之师	1	
一字值千金	1	
一字儿	1	
一字千金	1	
一字师	1	
一字排开	1	
一字褒贬	1	
一字长蛇阵	1	
一存	1	
一孝	1	
一季	1	
一季度	1	
一学	1	
一学到	1	
一学期	1	
一学起	1	
一孩户	1	
一官半职	1	
一定	1	
一定不易	1	
一定不移	1	
一定之规	1	
一定会	1	
一定会计	1	
一定在	1	
一定数量	1	
一定是	1	
一定有	1	
一定程度	1	
一定能	1	
一定量	1	
一宝	1	
一审	1	
一客	1	
一室	1	
一家	1	
一家一户	1	
一家一计	1	
一家之主	1	
一家之言	1	
一家之论	1	
一家之说	1	
一家人	1	
一家多机	1	
一家大小	1	
一家子	1	
一家村	1	
一家眷属	1	
一家老小	1	
一宿	1	
一寒如此	1	
一寸	1	
一寸丹心	1	
一寸光阴一寸金	1	
一寸赤心	1	
一对	1	
一对一	1	
一对多	1	
一对对	1	
一封	1	
一封信	1	
一封封	1	
一将	1	
一将功成万骨枯	1	
一将难求	1	
一尊	1	
一小	1	
一小二私	1	
一小口	1	
一小块	1	
一小堆	1	
一小批	1	
一小撮	1	
一小时	1	
一小片	1	
一小群	1	
一尘不染	1	
一尺	1	
一局	1	
一局上半	1	
一局下半	1	
一局制	1	
一屁股	1	
一屁股债	1	
一层	1	
一层层	1	
一层楼	1	
一届	1	
一屋	1	
一展	1	
一展才华	1	
一展无垠	1	
一展歌喉	1	
一展身手	1	
一展长才	1	
一展雄姿	1	
一展风采	1	
一山	1	
一山一水	1	
一山之隔	1	
一山还比一山高	1	
一岁	1	
一岁三迁	1	
一岁九迁	1	
一岗双责	1	
一岛	1	
一峰	1	
一左一右	1	
一差二误	1	
一差二错	1	
一己	1	
一己之私	1	
一己之见	1	
一己官欲	1	
一巴掌	1	
一巷	1	
一市	1	
一市之长	1	
一帆	1	
一帆顺风	1	
一帆风顺	1	
一带	1	
一带而过	1	
一帧	1	
一席	1	
一席之地	1	
一席话	1	
一席谈	1	
一帮	1	
一帮人	1	
一帽子	1	
一幅	1	
一幕	1	
一幢	1	
一干	1	
一干一方	1	
一干二净	1	
一干打手	1	
一平二调	1	
一年	1	
一年一度	1	
一年一收	1	
一年一次	1	
一年三作	1	
一年三熟	1	
一年两次	1	
一年两熟	1	
一年之计	1	
一年到头	1	
一年到尾	1	
一年制	1	
一年半载	1	
一年四季	1	
一年多来	1	
一年期	1	
一年比一年	1	
一年生	1	
一年生植	1	
一年级	1	
一年被蛇咬	1	
一并	1	
一并了之	1	
一并处理	1	
一床两好	1	
一应	1	
一应俱全	1	
一府两院	1	
一度	1	
一座	1	
一座皆惊	1	
一廉如水	1	
一建	1	
一开	1	
一开出	1	
一开出来	1	
一开到	1	
一式	1	
一张	1	
一张一弛	1	
一张一驰	1	
一弦琴	1	
一弹	1	
一弹指	1	
一弹指倾	1	
一当	1	
一往	1	
一往情深	1	
一往无前	1	
一往直前	1	
一径	1	
一律	1	
一得	1	
一得之功	1	
一得之愚	1	
一得之见	1	
一得到	1	
一德一心	1	
一心	1	
一心一德	1	
一心一意	1	
一心一计	1	
一心二用	1	
一心向上	1	
一心向往	1	
一心多用	1	
一心挂两头	1	
一心无二	1	
一忍再忍	1	
一志	1	
一忠	1	
一念	1	
一念之差	1	
一念之误	1	
一念之错	1	
一念之间	1	
一忽	1	
一忽儿	1	
一忽见	1	
一怀愁绪	1	
一怒	1	
一怒之下	1	
一怒而去	1	
一怔	1	
一性	1	
一总	1	
一息奄奄	1	
一息尚存	1	
一悲一喜	1	
一惊	1	
一想	1	
一想之下	1	
一意	1	
一意孤行	1	
一愣	1	
一成	1	
一成一旅	1	
一成不变	1	
一战	1	
一战之下	1	
一截	1	
一戳就破	1	
一戳就穿	1	
一户	1	
一户侯	1	
一户户	1	
一房	1	
一房一厅	1	
一所	1	
一所所	1	
一扇	1	
一扇门	1	
一手	1	
一手一足	1	
一手交货	1	
一手交钱	1	
一手伪造	1	
一手包办	1	
一手包揽	1	
一手宽	1	
一手提拔	1	
一手点	1	
一手策划	1	
一手遮天	1	
一手难掩天下人耳目	1	
一扑纳心	1	
一打	1	
一扔	1	
一扫	1	
一扫而光	1	
一扫而空	1	
一扫而过	1	
一扭	1	
一扯	1	
一批	1	
一技	1	
一技之长	1	
一把	1	
一把子	1	
一把年纪	1	
一把手	1	
一把抓	1	
一把汗	1	
一把辛酸泪	1	
一抓到底	1	
一抖	1	
一折	1	
一抢而光	1	
一抢而空	1	
一报	1	
一报到	1	
一报还一报	1	
一披	1	
一抬	1	
一抬到	1	
一抬头	1	
一抱	1	
一抹	1	
一抹平	1	
一担	1	
一担儿挑	1	
一拉	1	
一拉之下	1	
一拍	1	
一拍两散	1	
一拍即合	1	
一拐	1	
一拐一拐	1	
一拖	1	
一拖再拖	1	
一招	1	
一招一式	1	
一招半式	1	
一拜	1	
一拜天地	1	
一拥而上	1	
一拥而入	1	
一拥而起	1	
一拨	1	
一拨儿	1	
一拳	1	
一拽	1	
一挂	1	
一挂之下	1	
一指	1	
一指神功	1	
一按	1	
一按下	1	
一按到	1	
一按在	1	
一挥	1	
一挥而就	1	
一挥而成	1	
一捅就破	1	
一捆	1	
一损俱损	1	
一捧	1	
一掉	1	
一掉头	1	
一掌	1	
一排	1	
一排排	1	
一掠而过	1	
一探	1	
一推	1	
一推之下	1	
一推了之	1	
一推双考	1	
一掷	1	
一掷千金	1	
一掷百万	1	
一揆	1	
一提	1	
一提之下	1	
一揽子	1	
一揽无余	1	
一搏	1	
一搞	1	
一搭	1	
一搭一挡	1	
一搭一档	1	
一摇	1	
一摊	1	
一摔	1	
一摞	1	
一摸	1	
一摸之下	1	
一撇	1	
一撇儿	1	
一播	1	
一播出	1	
一撮	1	
一支	1	
一改	1	
一改了之	1	
一改故辙	1	
一放	1	
一放了之	1	
一数	1	
一整两反	1	
一整天	1	
一整套	1	
一敷	1	
一文	1	
一文不值	1	
一文不名	1	
一文不通	1	
一文如命	1	
一文钱	1	
一斑	1	
一斑半点	1	
一斑窥豹	1	
一斗	1	
一斤	1	
一断	1	
一新	1	
一新耳目	1	
一方	1	
一方平安	1	
一方有难	1	
一方面	1	
一旁	1	
一旁凉快	1	
一旅	1	
一族	1	
一无	1	
一无可取	1	
一无忌惮	1	
一无所好	1	
一无所得	1	
一无所恃	1	
一无所成	1	
一无所有	1	
一无所求	1	
一无所画	1	
一无所知	1	
一无所能	1	
一无所获	1	
一无所长	1	
一无是处	1	
一无长物	1	
一日	1	
一日万机	1	
一日三市	1	
一日三秋	1	
一日三餐	1	
一日不见	1	
一日为师	1	
一日之功	1	
一日之计	1	
一日之计在於晨	1	
一日之长	1	
一日之雅	1	
一日九迁	1	
一日份	1	
一日千里	1	
一日夫妻百日恩	1	
一日数惊	1	
一日游	1	
一旦	1	
一早	1	
一早就	1	
一旬	1	
一时	1	
一时一事	1	
一时一刻	1	
一时一地	1	
一时三刻	1	
一时之困	1	
一时之秀	1	
一时之选	1	
一时之间	1	
一时冲动	1	
一时半刻	1	
一时糊涂	1	
一时语塞	1	
一时间	1	
一星	1	
一星儿	1	
一星半点	1	
一星期	1	
一是	1	
一是一	1	
一昼	1	
一昼夜	1	
一显身手	1	
一晃	1	
一晃儿	1	
一晃眼	1	
一晃而过	1	
一晌	1	
一晚	1	
一景	1	
一智	1	
一暴十寒	1	
一曝十寒	1	
一曲	1	
一曲曲	1	
一曲阳关	1	
一月	1	
一月份	1	
一月革命	1	
一月风暴	1	
一有	1	
一服	1	
一望	1	
一望平川	1	
一望无垠	1	
一望无涯	1	
一望无边	1	
一望无际	1	
一望而知	1	
一朝	1	
一朝一夕	1	
一朝之忿	1	
一朝天子	1	
一朝天子一朝臣	1	
一朝权在手	1	
一朝臣	1	
一朝被蛇咬	1	
一期	1	
一期稻作	1	
一木难扶	1	
一木难支	1	
一本	1	
一本万利	1	
一本书	1	
一本初衷	1	
一本正经	1	
一朵	1	
一朵花	1	
一朵鲜花插在牛粪上	1	
一机连	1	
一机部	1	
一杆	1	
一村	1	
一束	1	
一束花	1	
一杠	1	
一条	1	
一条心	1	
一条条	1	
一条街	1	
一条鞭	1	
一条鞭法	1	
一条龙	1	
一来	1	
一来一去	1	
一来一往	1	
一来二去	1	
一来到	1	
一杯	1	
一杯奶	1	
一杯汤	1	
一板	1	
一板一眼	1	
一板三眼	1	
一板正经	1	
一枕黄梁	1	
一枕黄粱	1	
一枚	1	
一枝	1	
一枝之栖	1	
一枝春	1	
一枝独秀	1	
一枝笔	1	
一枝花	1	
一枝草	1	
一枝蒿	1	
一枝香	1	
一枪	1	
一枪一弹	1	
一架	1	
一柜	1	
一查	1	
一柱擎天	1	
一栋	1	
一栋栋	1	
一栏	1	
一树了之	1	
一树百获	1	
一栖两雄	1	
一株	1	
一样	1	
一样会	1	
一样可以	1	
一样在	1	
一样是	1	
一样有	1	
一样能	1	
一根	1	
一根根	1	
一根烟	1	
一格	1	
一桌	1	
一档	1	
一桩	1	
一桶	1	
一桶桶	1	
一桶水	1	
一梯	1	
一梯次	1	
一棉	1	
一棉厂	1	
一棍子打死	1	
一棍打一船	1	
一棒	1	
一棒一条痕	1	
一棵	1	
一楼	1	
一概	1	
一概不理	1	
一概不管	1	
一概否定	1	
一概拒绝	1	
一概排斥	1	
一概而言	1	
一概而论	1	
一榜	1	
一榻糊涂	1	
一槌定音	1	
一模一样	1	
一模活脱	1	
一次	1	
一次函数	1	
一次又一次	1	
一次性	1	
一次方程	1	
一次方程式	1	
一次次	1	
一次革命论	1	
一正	1	
一正一负	1	
一步	1	
一步一个脚印	1	
一步一步的	1	
一步一脚印	1	
一步一趋	1	
一步一蹶	1	
一步一颤	1	
一步一鬼	1	
一步到位	1	
一步步	1	
一步法	1	
一步登天	1	
一步舞	1	
一歪一斜	1	
一死	1	
一死一伤	1	
一死一生	1	
一死了之	1	
一死儿	1	
一死百了	1	
一段	1	
一段时间	1	
一段票	1	
一段路	1	
一比	1	
一毛	1	
一毛不拔	1	
一毛钱	1	
一毫	1	
一民	1	
一民同俗	1	
一氓	1	
一气	1	
一气之下	1	
一气呵成	1	
一氧	1	
一氧化二氮	1	
一氧化氮	1	
一氧化物	1	
一氧化碳	1	
一氧化碳中毒	1	
一氧化铅	1	
一氯甲烷	1	
一水	1	
一水之隔	1	
一水儿	1	
一水接天	1	
一水相隔	1	
一江之隔	1	
一池	1	
一池春水	1	
一池秋水	1	
一汪清水	1	
一汽	1	
一汽人	1	
一沐三捉发	1	
一沐三握发	1	
一泓	1	
一泡	1	
一波	1	
一波三折	1	
一波又起	1	
一波未平	1	
一泻千里	1	
一泻而下	1	
一泼	1	
一洗	1	
一洗尘俗	1	
一洞	1	
一派	1	
一派胡言	1	
一流	1	
一流人才	1	
一流学府	1	
一浆十饼	1	
一测	1	
一测两备	1	
一浪	1	
一浪推一浪	1	
一浪高一浪	1	
一涂	1	
一添	1	
一清	1	
一清专案	1	
一清二楚	1	
一清二白	1	
一清如水	1	
一清早	1	
一溜	1	
一溜儿	1	
一溜歪斜	1	
一溜烟	1	
一溜烟儿	1	
一溜风	1	
一滑	1	
一满	1	
一满匙	1	
一满意	1	
一满碗	1	
一滴	1	
一滴水	1	
一潭死水	1	
一火	1	
一炉	1	
一炮	1	
一炮打响	1	
一炮而红	1	
一炷香	1	
一点	1	
一点一横	1	
一点一滴	1	
一点也	1	
一点也不	1	
一点也没	1	
一点儿	1	
一点即通	1	
一点灵犀	1	
一点点	1	
一点点儿	1	
一点论	1	
一点钟	1	
一煮	1	
一爱	1	
一爱上	1	
一片	1	
一片丹心	1	
一片冰心	1	
一片哗然	1	
一片好心	1	
一片宫商	1	
一片成名	1	
一片散沙	1	
一片汪洋	1	
一片漆黑	1	
一片片	1	
一片狼籍	1	
一片狼藉	1	
一片生机	1	
一片痴心	1	
一片真心	1	
一片胡言	1	
一片至诚	1	
一片苦心	1	
一片诚心	1	
一片谎言	1	
一片赤心	1	
一版	1	
一版再版	1	
一牛吼地	1	
一物	1	
一物一主	1	
一物一制	1	
一物不知	1	
一物克一物	1	
一物降一物	1	
一牵	1	
一犯再犯	1	
一状	1	
一狐之腋	1	
一环	1	
一环扣一环	1	
一班	1	
一班人	1	
一球	1	
一琴一鹤	1	
一瓣	1	
一瓣心香	1	
一瓶	1	
一生	1	
一生一世	1	
一生中	1	
一生受用不尽	1	
一用	1	
一用到	1	
一甲	1	
一甲子	1	
一男	1	
一男一女	1	
一男二女	1	
一男半女	1	
一画	1	
一番	1	
一番滋味	1	
一番苦心	1	
一番话	1	
一病	1	
一病不起	1	
一病入痛	1	
一瘸	1	
一瘸一拐	1	
一登龙门	1	
一百	1	
一百万	1	
一百个	1	
一百二十行	1	
一百人	1	
一百元	1	
一百块	1	
一百多	1	
一百年	1	
一盅	1	
一盏	1	
一盏灯	1	
一盏盏	1	
一盒	1	
一盒盒	1	
一盖	1	
一盘	1	
一盘散沙	1	
一盘棋	1	
一盘菜	1	
一目了然	1	
一目十行	1	
一直	1	
一直到	1	
一直在	1	
一直是	1	
一直都	1	
一相情愿	1	
一省两地	1	
一看	1	
一看之下	1	
一看二帮	1	
一看再看	1	
一看出	1	
一看到	1	
一看就知	1	
一眨	1	
一眨眼	1	
一眨眼间	1	
一眼	1	
一眼看穿	1	
一眼见得	1	
一着	1	
一着不慎	1	
一睹	1	
一睹为快	1	
一睹之下	1	
一睹芳容	1	
一瞄	1	
一瞑不视	1	
一瞥	1	
一瞧	1	
一瞧之下	1	
一瞬	1	
一瞬间	1	
一瞻丰采	1	
一知半解	1	
一石	1	
一石两鸟	1	
一石二鸟	1	
一石多鸟	1	
一码	1	
一码事	1	
一砍	1	
一砍二主	1	
一砍二家	1	
一砖一瓦	1	
